"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C18.452.648.663.050","Acatalasia","0"
"C10.114.703.350","Myasthenia Gravis, Autoimmune, Experimental","0"
"C20.111.258.625","Nervous System Autoimmune Disease, Experimental","26"
"C10.228.662.600","Parkinsonian Disorders","194"
"C16.320.565.189","Brain Diseases, Metabolic, Inborn","270"
"C16.131.077.350.712","Neurocutaneous Syndromes","205"
"C10.228.140.252.700.700","Spinocerebellar Ataxias","83"
"C11.966.075.125","Amaurosis Fugax","1"
"C14.907.790","Spinal Cord Vascular Diseases","0"
"C14.907.790.550.100","Anterior Spinal Artery Syndrome","0"
"C14.907.790.550","Spinal Cord Ischemia","0"
"C10.228.140.300.510.200.418","Infarction, Posterior Cerebral Artery","0"
"C14.907.253.560","Intracranial Arterial Diseases","44"
"C14.907.253.566.300","Intracranial Embolism","2"
"C14.907.253.566.350","Intracranial Thrombosis","1"
"C14.240.850.875.750","Sinus Pericranii","0"
"C14.240.850.875","Central Nervous System Vascular Malformations","21"
"C10.500.190.200","Hemangioma, Cavernous, Central Nervous System","19"
"C10.500.190.100","Central Nervous System Venous Angioma","0"
"C11.270.684.624","Bardet-Biedl Syndrome","2"
"C13.351.968.419.135.750","Diabetes Insipidus, Neurogenic","1"
"C23.300.175.700","Salivary Calculi","0"
"C11.966.741","Photophobia","0"
"C10.228.228.300","Epidural Abscess","0"
"C02.256.466.262","Encephalitis, Herpes Simplex","5"
"C02.256.466.930.500","Encephalitis, Varicella Zoster","5"
"C10.228.228.245","Central Nervous System Viral Diseases","120"
"C01.395.500","Central Nervous System Bacterial Infections","109"
"C10.228.228.205","Central Nervous System Parasitic Infections","10"
"C03.752.100","Central Nervous System Protozoal Infections","10"
"C10.228.228.205.250","Central Nervous System Helminthiasis","0"
"C01.252.400.310.330.500","Meningitis, Escherichia coli","0"
"C03.335.865.859.213","Neuroschistosomiasis","0"
"C10.597.350","Dyskinesias","239"
"C23.888.592.636.711","Pseudobulbar Palsy","0"
"C10.900.300.087.219.500","Diffuse Axonal Injury","0"
"C01.252.400.155.569.600","Lyme Neuroborreliosis","12"
"C05.550.445","Hallux Limitus","0"
"C05.550.450","Hallux Rigidus","0"
"C10.500.142","Central Nervous System Cysts","2"
"C23.888.592.608","Neuromuscular Manifestations","59"
"C23.888.592.763.770","Somatosensory Disorders","5"
"C10.668.491.550","Myopathies, Structural, Congenital","21"
"C23.888.592.604.529.400","Korsakoff Syndrome","0"
"C10.668.829.250","Complex Regional Pain Syndromes","1"
"C10.228.140.624.500","Hypoxia-Ischemia, Brain","1"
"C16.614.258","Epilepsy, Benign Neonatal","0"
"C10.668.758.725.650","Myasthenia Gravis, Neonatal","0"
"C02.800.801.400.048","AIDS Arteritis, Central Nervous System","0"
"C10.228.140.300.850.750","Lupus Vasculitis, Central Nervous System","48"
"C01.703.492.750","Neuroaspergillosis","0"
"C10.228.140.079.612.800","Striatonigral Degeneration","0"
"C10.228.140.380.422","Lewy Body Disease","6"
"C23.550.260.440","Embryo Loss","3"
"C10.668.491.175","Muscular Disorders, Atrophic","107"
"C10.668.491.606","Myotonic Disorders","30"
"C10.668.829.650.250","Brachial Plexus Neuritis","0"
"C04.557.470.615.132.750","Carcinoma, Pancreatic Ductal","150"
"C12.777.419.403.750","Multicystic Dysplastic Kidney","0"
"C14.280.955.249.535","Aortic Stenosis, Supravalvular","29"
"C14.280.955.249.070.210","Discrete Subaortic Stenosis","0"
"C15.378.100.100.515","Hermanski-Pudlak Syndrome","5"
"C14.907.585.250.285.200","Coronary Restenosis","2"
"C14.907.585.250.285","Coronary Stenosis","4"
"C12.706.316.309.193","Gonadal Dysgenesis, 46,XX","1"
"C04.557.450.795.853","Sarcoma, Myeloid","2"
"C14.280.484.150.070.160.500","Cardiomyopathy, Hypertrophic, Familial","1"
"C18.452.625","Metabolic Syndrome","44"
"C16.320.180","Chromosome Disorders","372"
"C16.320.180.830","Sex Chromosome Disorders","56"
"C05.550.114.865","Spondylarthritis","49"
"C05.550.114.865.800","Spondylarthropathies","48"
"C16.320.099","Blood Coagulation Disorders, Inherited","70"
"C16.131.666.845","Septo-Optic Dysplasia","1"
"C18.452.648.176","Amyloidosis, Familial","2"
"C10.668.829.050.050","Amyloid Neuropathies, Familial","2"
"C10.228.140.300.275.311","Cerebral Amyloid Angiopathy, Familial","0"
"C16.320.565.202.720.100","Biotinidase Deficiency","0"
"C16.320.565.202.720.380","Holocarboxylase Synthetase Deficiency","0"
"C22.706","Peste-des-Petits-Ruminants","0"
"C10.574.500.662.100","Optic Atrophy, Autosomal Dominant","0"
"C10.574.500.662.400","Optic Atrophy, Hereditary, Leber","1"
"C16.320.565.189.435.810","Sialic Acid Storage Disease","16"
"C08.381.495.146.567","Bronchitis, Chronic","1"
"C15.378.190.196.080","Anemia, Hypoplastic, Congenital","55"
"C15.378.071.750.500","Anemia, Diamond-Blackfan","31"
"C14.280.123.625.440","Jervell-Lange Nielsen Syndrome","1"
"C14.280.123.625.720","Romano-Ward Syndrome","0"
"C22.196.400","Hemorrhagic Syndrome, Bovine","0"
"C04.588.945.947.535.585.220","Denys-Drash Syndrome","0"
"C02.928.725","Papillomavirus Infections","88"
"C18.452.660.195","Cytochrome-c Oxidase Deficiency","0"
"C05.116.264.579.052","Acro-Osteolysis","1"
"C26.289.500","Knee Dislocation","0"
"C26.289.625","Patellar Dislocation","0"
"C14.907.940.815","Retinal Vasculitis","0"
"C05.116.264.579.052.400","Hajdu-Cheney Syndrome","1"
"C04.850.908.416","Gestational Trophoblastic Disease","10"
"C22.362.450","Hemorrhagic Septicemia, Viral","0"
"C04.557.470.200.025.455.750","Choriocarcinoma, Non-gestational","1"
"C10.574.843.512","Insomnia, Fatal Familial","17"
"C10.574.843.925","Wasting Disease, Chronic","0"
"C10.597.751.418.341","Hearing Loss","31"
"C17.800.508.473","Mastocytosis, Cutaneous","0"
"C20.543.520.350.750","Mastocytosis, Systemic","9"
"C17.800.508.236","Mastocytoma","1"
"C04.557.450.795.332","Endometrial Stromal Tumors","19"
"C05.360.350","Fasciitis, Plantar","0"
"C05.360.400","Heel Spur","0"
"C05.550.610","Metatarsalgia","0"
"C16.131.621.585.512","Lower Extremity Deformities, Congenital","4"
"C16.131.621.585.988","Upper Extremity Deformities, Congenital","4"
"C26.915.300.450.500.500","Post-Concussion Syndrome","0"
"C10.228.140.695.625.312","Alexander Disease","2"
"C26.915.300.200.825","Shaken Baby Syndrome","0"
"C16.320.322.500","Mental Retardation, X-Linked","211"
"C16.320.322.500.249","Coffin-Lowry Syndrome","2"
"C10.668.491.175.500.450","Muscular Dystrophy, Oculopharyngeal","3"
"C02.800.801.400.530","HIV-Associated Lipodystrophy Syndrome","1"
"C06.130.564.332","Cholecystolithiasis","2"
"C23.888.885.375.500","Jaundice, Obstructive","0"
"C06.130.564.332.500","Gallstones","2"
"C06.130.409.267","Choledocholithiasis","0"
"C23.550.362.180","Chromosomal Instability","0"
"C18.452.648.925","Steroid Metabolism, Inborn Errors","16"
"C18.452.648.925.500","Mineralocorticoid Excess Syndrome, Apparent","0"
"C04.557.580.625.650.700.705.360","Glomus Tympanicum Tumor","0"
"C16.131.482","Lymphatic Abnormalities","9"
"C06.405.469.363.750","Enterocolitis, Neutropenic","0"
"C14.240.400.695","LEOPARD Syndrome","1"
"C04.557.470.615.132","Carcinoma, Ductal","348"
"C16.614.200","Congenital Hyperinsulinism","0"
"C16.320.565.595.577","Mannosidase Deficiency Diseases","0"
"C16.320.565.595.577.750","beta-Mannosidosis","0"
"C08.730.730","Severe Acute Respiratory Syndrome","7"
"C18.452.603.887","Steatorrhea","0"
"C06.405.205.282.500.438","Diverticulosis, Esophageal","0"
"C06.405.205.282.500.625","Diverticulosis, Stomach","0"
"C08.381.677.540.400","Pneumonia of Swine, Mycoplasmal","0"
"C17.800.784.602","Scleroderma, Diffuse","17"
"C17.800.784.801","Scleroderma, Limited","7"
"C23.300.970.500","Intestinal Volvulus","0"
"C17.300.550.274","Ganglion Cysts","2"
"C22.735.750","Monkeypox","3"
"C10.597.751.418.341.950","Hearing Loss, Unilateral","0"
"C10.597.751.418.341.849","Hearing Loss, Mixed Conductive-Sensorineural","0"
"C14.907.489.480","Hypertension, Pregnancy-Induced","75"
"C16.320.240.750","Laron Syndrome","2"
"C19.874.689.500","Lingual Thyroid","0"
"C06.301.371.308","Gastrointestinal Stromal Tumors","77"
"C06.552.597.758","Liver Abscess, Pyogenic","0"
"C16.320.850.742.074","Coproporphyria, Hereditary","0"
"C16.320.850.742.625","Porphyria, Variegate","0"
"C16.320.850.742.812","Protoporphyria, Erythropoietic","3"
"C13.703.844.728","Pubic Symphysis Diastasis","0"
"C10.228.140.300.400.203","CADASIL","1"
"C23.888.592.350.675","Synkinesis","0"
"C10.900.300.837.600.400","Hematoma, Subdural, Intracranial","0"
"C06.405.469.158.188.173","Colitis, Microscopic","1"
"C06.405.469.158.188.173.500","Colitis, Collagenous","0"
"C06.405.469.158.188.173.750","Colitis, Lymphocytic","1"
"C16.614.200.500","Nesidioblastosis","0"
"C17.300.182.100","Chondromalacia Patellae","0"
"C19.874.283.802","Lingual Goiter","0"
"C17.800.090.249","Breast Cyst","0"
"C17.300.680.540","Myofibroma","0"
"C19.700.355.800","Pituitary ACTH Hypersecretion","1"
"C13.351.875.253.090","Adrenogenital Syndrome","8"
"C08.381.540.867","Pulmonary Sclerosing Hemangioma","0"
"C18.654.521.625","Fetal Nutrition Disorders","1"
"C08.381.677.540.300","Pneumonia of Calves, Enzootic","0"
"C22.196.090","Bovine Respiratory Disease Complex","0"
"C23.888.821.937.049","Morning Sickness","0"
"C16.131.621.207.707.624","Plagiocephaly, Nonsynostotic","0"
"C10.668.491.175.500.149","Muscular Dystrophies, Limb-Girdle","5"
"C16.320.565.189.435.825.300.300.750","Tay-Sachs Disease, AB Variant","3"
"C04.588.805.040","Acanthoma","0"
"C10.668.491.175.500.074","Distal Myopathies","3"
"C04.588.322.609.292","Growth Hormone-Secreting Pituitary Adenoma","8"
"C04.588.322.609.145","ACTH-Secreting Pituitary Adenoma","5"
"C11.675.349.500.500","Graves Ophthalmopathy","2"
"C19.874.410.249","Hyperthyroxinemia, Familial Dysalbuminemic","0"
"C14.280.123.625.070","Andersen Syndrome","0"
"C19.874.871.102.750","Postpartum Thyroiditis","0"
"C19.874.689","Thyroid Dysgenesis","1"
"C13.351.875.253.309.631","Sexual Infantilism","1"
"C13.351.875.253.343","Ovotesticular Disorders of Sex Development","0"
"C16.320.240.875","Mulibrey Nanism","0"
"C05.116.231.030","Adamantinoma","0"
"C23.550.260.585.630","Stillbirth","3"
"C23.550.384","Granulomatosis, Orofacial","0"
"C13.351.968.419.780.750","Renal Insufficiency, Chronic","71"
"C13.351.968.419.780","Renal Insufficiency","125"
"C23.888.592.612.664.550","Neuralgia, Postherpetic","0"
"C23.550.429.249","Hyperbilirubinemia, Neonatal","8"
"C04.557.450.795.400","Histiocytoma, Malignant Fibrous","13"
"C07.465.584","Mucositis","71"
"C13.351.500.894.870","Vaginismus","0"
"C14.280.238.458","Glycogen Storage Disease Type IIb","0"
"C12.777.419.780.750.500.500","Frasier Syndrome","0"
"C13.351.968.419.403","Kidney Diseases, Cystic","19"
"C09.218.458.341.887.886","Usher Syndromes","0"
"C26.874.800","Tendinopathy","5"
"C18.452.584.500.875.330","Hypoalphalipoproteinemias","5"
"C18.452.584.625.700","Lipodystrophy, Familial Partial","4"
"C17.800.849.391.550","Lipodystrophy, Congenital Generalized","1"
"C16.320.565.189.435.825.850","Sulfatidosis","7"
"C16.320.565.189.435.825.850.750","Multiple Sulfatase Deficiency Disease","1"
"C15.604.250.410.625.500","Niemann-Pick Disease, Type A","0"
"C15.604.250.410.625.750","Niemann-Pick Disease, Type B","0"
"C15.604.250.410.625.875","Niemann-Pick Disease, Type C","4"
"C13.351.968.829.508","Cystocele","0"
"C13.351.968.967","Urolithiasis","3"
"C10.314.875","Subacute Combined Degeneration","0"
"C05.651.594.909","Pyomyositis","0"
"C16.320.565.189.844","Refsum Disease, Infantile","0"
"C10.668.829.900","Tarlov Cysts","1"
"C13.351.968.419.307.500","Pyonephrosis","0"
"C12.777.967.374","Ureterolithiasis","0"
"C12.777.967.249","Nephrolithiasis","3"
"C12.777.419.815.647.500","Familial Hypophosphatemic Rickets","2"
"C13.351.968.419.936.231","Azotemia","0"
"C23.550.773","Respiratory Aspiration","4"
"C13.351.968.829.813","Urinary Bladder, Overactive","0"
"C13.351.968.934.814.750","Urinary Incontinence, Urge","0"
"C13.351.968.934.252.500","Nocturnal Enuresis","0"
"C13.351.968.934.252.249","Diurnal Enuresis","1"
"C16.320.413","Hyper-IgM Immunodeficiency Syndrome","7"
"C16.320.322.237","Hyper-IgM Immunodeficiency Syndrome, Type 1","2"
"C16.131.831.350.198","Ectodermal Dysplasia 1, Anhidrotic","1"
"C16.131.831.350.298","Ectodermal Dysplasia 3, Anhidrotic","1"
"C16.131.831.350.348","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","0"
"C14.907.440","Hand-Arm Vibration Syndrome","1"
"C22.557","Mink Viral Enteritis","0"
"C17.800.827.595","Leukokeratosis, Hereditary Mucosal","0"
"C17.800.428.435.440.500","Keratoderma, Palmoplantar, Epidermolytic","0"
"C16.131.831.350.856","Pachyonychia Congenita","1"
"C11.270.162.218","Corneal Dystrophy, Juvenile Epithelial of Meesmann","0"
"C16.320.850.402","Ichthyosis Bullosa of Siemens","7"
"C22.905.690","Porcine Postweaning Multisystemic Wasting Syndrome","0"
"C04.730.856.596","Opsoclonus-Myoclonus Syndrome","0"
"C13.351.968.419.815.491","Gitelman Syndrome","0"
"C16.300.790","Nuchal Cord","0"
"C23.888.592.604.359.800.500","Stupor","0"
"C23.888.592.604.444","Lethargy","0"
"C16.614.815.500","X-Linked Combined Immunodeficiency Diseases","2"
"C12.777.829.495.750","Pyelocystitis","0"
"C06.405.205.932","Typhlitis","0"
"C18.452.104.579.304","Female Athlete Triad Syndrome","0"
"C08.381.677.800","Pneumonia, Ventilator-Associated","2"
"C14.260","Cardiovascular Infections","2"
"C14.280.123.250","Brugada Syndrome","0"
"C10.562.700","Nevus, Sebaceous of Jadassohn","16"
"C10.228.140.695.875","Posterior Leukoencephalopathy Syndrome","0"
"C14.907.585.124","Acute Coronary Syndrome","7"
"C14.907.585.250.272","Coronary Occlusion","1"
"C14.907.355.350.700.500","Pulmonary Infarction","0"
"C05.651.180.531","Ischemic Contracture","0"
"C10.597.751.418.341.186.500","Deaf-Blind Disorders","1"
"C15.604.515.560.575.049","Leukemia, Large Granular Lymphocytic","11"
"C18.452.648.798.183","Dihydropyrimidine Dehydrogenase Deficiency","0"
"C17.800.862.355","Livedo Reticularis","0"
"C18.452.648.100.614","Multiple Acyl Coenzyme A Dehydrogenase Deficiency","10"
"C14.907.952.880","Postthrombotic Syndrome","0"
"C15.378.147.542.319","Mevalonate Kinase Deficiency","3"
"C16.131.240.850","Vascular Malformations","28"
"C10.500.190.500.500","Vein of Galen Malformations","0"
"C16.131.666.507.450","Malformations of Cortical Development, Group II","127"
"C16.131.666.507.450.499","Lissencephaly","121"
"C16.131.240.400.422","Ectopia Cordis","0"
"C14.280.400.210.500","Myocardial Bridging","0"
"C16.131.666.507.450.750","Periventricular Nodular Heterotopia","1"
"C14.280.400.560.375.258","Foramen Ovale, Patent","0"
"C16.614.899","Thrombocytopenia, Neonatal Alloimmune","0"
"C16.131.621.585.174","Arachnodactyly","0"
"C23.550.073.093.500","Sinus Arrest, Cardiac","0"
"C14.280.123.875.787","Tachycardia, Reciprocating","4"
"C23.550.073.961","Ventricular Flutter","0"
"C16.320.078","Angioedemas, Hereditary","19"
"C15.604.515.560.600","Precursor Cell Lymphoblastic Leukemia-Lymphoma","710"
"C15.604.515.560.600.620","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma","262"
"C16.131.666.507","Malformations of Cortical Development","178"
"C10.500.507.450.499.230","Classical Lissencephalies and Subcortical Band Heterotopias","115"
"C10.500.507.450.499.249","Cobblestone Lissencephaly","6"
"C07.465.864.968","Vesicular Stomatitis","7"
"C17.800.893.295","Buruli Ulcer","1"
"C23.550.513.677","No-Reflow Phenomenon","1"
"C10.314.475","Marchiafava-Bignami Disease","0"
"C04.588.894.797.640.800","Solitary Fibrous Tumor, Pleural","0"
"C04.557.337.428.565.745","Leukemia, Prolymphocytic, B-Cell","0"
"C15.378.190.615.520","Leukemia, Myelomonocytic, Juvenile","23"
"C15.378.190.615.500","Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative","5"
"C15.604.515.569.480.750.800.507","Lymphoma, Primary Cutaneous Anaplastic Large Cell","0"
"C16.131.831.874","Trichothiodystrophy Syndromes","1"
"C16.131.384.725","Persistent Hyperplastic Primary Vitreous","8"
"C17.300.185.500","Orbital Cellulitis","0"
"C14.280.123.500.230","Atrioventricular Block","2"
"C16.320.400.550","Neuroacanthocytosis","0"
"C15.604.515.569.480.150.592","Lymphoma, Primary Effusion","47"
"C04.557.450.565.465.500.500","Mastocytoma, Skin","0"
"C15.604.250.390.199","Dendritic Cell Sarcoma, Interdigitating","0"
"C15.604.250.390.190","Dendritic Cell Sarcoma, Follicular","26"
"C15.604.250.390.380","Histiocytic Sarcoma","0"
"C15.604.250.390.500","Langerhans Cell Sarcoma","0"
"C14.907.940.530","Malignant Atrophic Papulosis","0"
"C16.131.260.440","Jacobsen Distal 11q Deletion Syndrome","0"
"C16.131.260.985","Wolf-Hirschhorn Syndrome","0"
"C18.452.648.595.100","Aspartylglucosaminuria","4"
"C05.660.906.181","Antley-Bixler Syndrome Phenotype","0"
"C23.888.592.610","Orthostatic Intolerance","1"
"C04.588.614.250.195.885.500.299","Pallister-Hall Syndrome","1"
"C23.550.355.550","Nephrogenic Fibrosing Dermopathy","0"
"C08.381.765.500","Idiopathic Pulmonary Fibrosis","78"
"C08.381.520.702.062","Anthracosis","0"
"C05.550.114.606.750","Osteoarthritis, Spine","0"
"C23.550.767.877.750","Primary Graft Dysfunction","6"
"C05.116.900.808","Spinal Osteochondrosis","0"
"C16.131.621.142","Campomelic Dysplasia","1"
"C08.127.719","Tracheobronchomalacia","2"
"C08.907.796.500","Tracheomalacia","2"
"C08.127.719.500","Bronchomalacia","0"
"C08.360.563","Laryngomalacia","0"
"C23.888.592.612.107.200","Failed Back Surgery Syndrome","0"
"C09.400.940.325","Dysphonia","0"
"C26.891.554","Lung Injury","57"
"C10.574.500.175","Bulbo-Spinal Atrophy, X-Linked","0"
"C15.378.420.826.200","delta-Thalassemia","0"
"C16.320.565.189.435.825.250","Farber Lipogranulomatosis","11"
"C08.381.540.148","Multiple Pulmonary Nodules","0"
"C10.668.491.562.537","Orbital Myositis","0"
"C17.800.428.570","Keratosis, Actinic","18"
"C16.320.099.417","Gray Platelet Syndrome","0"
"C04.700.250.500.500","Muir-Torre Syndrome","0"
"C23.550.414.950.230","Purpura Fulminans","0"
"C16.131.666.034.500","Acrocallosal Syndrome","0"
"C08.381.472.850","Pulmonary Aspergillosis","7"
"C01.703.492.688","Invasive Pulmonary Aspergillosis","4"
"C08.381.540.140.750","Small Cell Lung Carcinoma","80"
"C10.551.240.500.150","Meningeal Carcinomatosis","2"
"C16.320.700.250.500","Lynch Syndrome II","0"
"C14.907.055.050.362","Loeys-Dietz Syndrome","1"
"C23.300.070.500.500","Sarcopenia","2"
"C11.180","Cogan Syndrome","4"
"C14.907.253.329.600","Microscopic Polyangiitis","3"
"C23.550.767.093","Corneal Endothelial Cell Loss","6"
"C10.228.140.300.787","Susac Syndrome","0"
"C10.574.945.374","Diffuse Neurofibrillary Tangles with Calcification","6"
"C10.668.829.550.500","Piriformis Muscle Syndrome","0"
"C08.674.095.054","Asthma, Aspirin-Induced","2"
"C23.888.592.604.882.350.099","Alien Hand Syndrome","0"
"C26.891.375.750.500","Commotio Cordis","0"
"C23.888.592.612.441.500","Slit Ventricle Syndrome","0"
"C26.986.111","Corpse Dismemberment","0"
"C20.543.206.380.174","Acute Generalized Exanthematous Pustulosis","0"
